,full_address,neighborhood,nid,sale_price,prediction,difference
14970,"2506 Washington St, San Francisco, CA 94115-1819",7 - Pacific Heights,7020,4300000,4833584,-533584
14983,"800 Castro St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1856000,2040312,-184312
15019,"544 Cordova St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1074000,1349660,-275660
15022,"645 Duncan St, San Francisco, CA 94131",5 - Noe Valley,5030,6600000,6555068,44931
15046,"619 Bosworth St, San Francisco, CA 94131",5 - Glen Park,5010,1670000,1395977,274022
15049,"538 28th St, San Francisco, CA 94131",5 - Noe Valley,5030,4995000,5353476,-358476
15059,"4076 19th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2750000,2450678,299321
15077,"1020 Castro St, San Francisco, CA 94114",5 - Noe Valley,5030,1500000,1435609,64390
15103,"70 Cotter St, San Francisco, CA 94112",10 - Mission Terrace,10080,1950000,2042022,-92022
15107,"393 Paris St, San Francisco, CA 94112",10 - Excelsior,10030,970000,871826,98173
15124,"407 Clipper St, San Francisco, CA 94114",5 - Noe Valley,5030,1875000,2244953,-369953
15150,"434 Lisbon St, San Francisco, CA 94112",10 - Excelsior,10030,1050000,979735,70264
15160,"149 Farnum St, San Francisco, CA 94131",5 - Glen Park,5010,1360000,1636269,-276269
15165,"627 29th St, San Francisco, CA 94131",5 - Noe Valley,5030,2230000,2041159,188840
15167,"175 Farnum St, San Francisco, CA 94131",5 - Glen Park,5010,1370000,1651782,-281782
15172,"64 Hartford St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2735000,2828590,-93590
15175,"580 Hill St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2258000,2175448,82551
15181,"2944 Webster St, San Francisco, CA 94123",7 - Cow Hollow,7040,6150000,5876474,273525
15188,"1518 Castro St, San Francisco, CA 94114",5 - Noe Valley,5030,2175000,1920478,254521
15190,"64 Sussex St, San Francisco, CA 94131",5 - Glen Park,5010,1575000,1691629,-116629
15195,"725 Naples St, San Francisco, CA 94112",10 - Excelsior,10030,940000,1189703,-249703
15196,"250 Cayuga Ave, San Francisco, CA 94112-1451",10 - Mission Terrace,10080,1250000,1349187,-99187
15205,"610 Duncan St, San Francisco, CA 94131",5 - Noe Valley,5030,2164000,2216707,-52707
15210,"1621 Castro St, San Francisco, CA 94114",5 - Noe Valley,5030,2500000,2324399,175600
15219,"42 Cotter St, San Francisco, CA 94112",10 - Mission Terrace,10080,1435000,1513830,-78830
15245,"51 Sussex St, San Francisco, CA 94131",5 - Glen Park,5010,1950000,2643304,-693304
15250,"1828 Castro St, San Francisco, CA 94131",5 - Noe Valley,5030,2605000,2834255,-229255
15259,"276-278 Hartford St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,4264812,3998161,266650
15271,"3856 21st St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,4400000,4252855,147144
15274,"501 Valley St, San Francisco, CA 94131",5 - Noe Valley,5030,3096000,2912881,183118
15300,"2104 Castro St, San Francisco, CA 94131",5 - Noe Valley,5030,3150000,3026543,123456
15303,"2112 Castro St, San Francisco, CA 94131",5 - Noe Valley,5030,1850001,1625963,224037
15312,"1319 Alemany St, San Francisco, CA 94112",10 - Mission Terrace,10080,1150000,1188897,-38897
15326,"755 Vienna St, San Francisco, CA 94112",10 - Excelsior,10030,1285000,1246144,38855
15342,"750 Vienna St, San Francisco, CA 94112",10 - Excelsior,10030,1200000,1111017,88982
15346,"2370 California St, San Francisco, CA 94115",7 - Pacific Heights,7020,3310000,3871155,-561155
15351,"3845 21st St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2520000,2550489,-30489
15362,"2430 Castro St, San Francisco, CA 94131",5 - Noe Valley,5030,4715000,4848716,-133716
15364,"235 London St, San Francisco, CA 94112",10 - Excelsior,10030,925000,790709,134290
15365,"235 London St, San Francisco, CA 94112",10 - Excelsior,10030,1680000,2111576,-431576
15372,"377 Clipper St, San Francisco, CA 94114",5 - Noe Valley,5030,3500000,3432046,67953
15383,"70 Tingley, San Francisco, CA 94112",10 - Mission Terrace,10080,1600000,1734673,-134673
15395,"115 Magnolia St, San Francisco, CA 94123",7 - Marina,7010,2000000,2136620,-136620
15397,"60 Lamartine St, San Francisco, CA 94112-1422",10 - Mission Terrace,10080,1330000,1362050,-32050
15407,"2268 Pine St, San Francisco, CA 94115-2743",6 - Lower Pacific Height,6030,4350000,4264053,85946
15434,"749 Prague St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1086000,927935,158064
15453,"347 Lisbon St, San Francisco, CA 94112",10 - Excelsior,10030,1888000,2825916,-937916
15469,"4118 20th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,3150000,3025292,124707
15488,"546 Liberty St, San Francisco, CA 94114-2829",5 - Eureka Valley/Dolore,5100,1800000,2387045,-587045
15505,"475 28th St, San Francisco, CA 94131",5 - Noe Valley,5030,2235000,1997420,237579
15507,"11 Surrey St, San Francisco, CA 94131",5 - Glen Park,5010,1375000,2274317,-899317
15530,"515 Noe St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2010000,1938933,71066
15538,"340 Jersey St, San Francisco, CA 94114",5 - Noe Valley,5030,2200000,2562130,-362130
15549,"46 Wilmot St, San Francisco, CA 94115",6 - Lower Pacific Height,6030,3398000,3477442,-79442
15565,"3218 Buchanan St, San Francisco, CA 94123",7 - Cow Hollow,7040,4200000,4277735,-77735
15586,"3887 17th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2900000,2747336,152663
15593,"481 Day St, San Francisco, CA 94131",5 - Noe Valley,5030,3000000,2765636,234363
15595,"241 Paris St, San Francisco, CA 94112",10 - Excelsior,10030,1750000,2333336,-583336
15598,"651 Noe St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1500000,1159782,340217
15606,"328 Jersey St, San Francisco, CA 94114",5 - Noe Valley,5030,2100000,1883756,216243
15609,"565 29th St, San Francisco, CA 94131-2221",5 - Noe Valley,5030,1365000,1349607,15392
15612,"730 Noe St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1400000,1424520,-24520
15624,"3874 17th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2380510,3378658,-998148
15646,"80 Danton St, San Francisco, CA 94112",10 - Mission Terrace,10080,1875000,2271101,-396101
15658,"283 Bemis St, San Francisco, CA 94131",5 - Glen Park,5010,2450000,2287214,162785
15667,"46 Pond St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1970000,2411277,-441277
15675,"52 Pond St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1850000,1818676,31323
15685,"590 Chenery St, San Francisco, CA 94131",5 - Glen Park,5010,2160590,1934963,225626
15694,"522 Edinburgh St, San Francisco, CA 94112",10 - Excelsior,10030,1050000,983169,66830
15699,"924 Noe St, San Francisco, CA 94114",5 - Noe Valley,5030,4000000,3701617,298382
15702,"785 Oak St, San Francisco, CA 94118",6 - Hayes Valley,6020,3200000,3390465,-190465
15710,"210 Beacon, San Francisco, CA 94131",5 - Glen Park,5010,3800000,3802123,-2123
15723,"120 London St, San Francisco, CA 94112",10 - Excelsior,10030,1350000,1392584,-42584
15732,"47 Magnolia St, San Francisco, CA 94123",7 - Marina,7010,3900000,3855184,44815
15756,"2819 Buchanan St, San Francisco, CA 94123",7 - Pacific Heights,7020,4505000,5090277,-585277
15768,"536 30th St, San Francisco, CA 94131",5 - Noe Valley,5030,2600000,2356898,243101
15780,"437 Day St, San Francisco, CA 94131",5 - Noe Valley,5030,3100000,2999208,100791
15787,"422 Valley St, San Francisco, CA 94131",5 - Noe Valley,5030,3600000,3507301,92698
15791,"110 Steiner St, San Francisco, CA 94117",6 - Hayes Valley,6020,2600000,2520237,79762
15803,"2100 Broadway St, San Francisco, CA 94115",7 - Pacific Heights,7020,11600000,11596385,3614
15808,"2209 Pacific Ave, San Francisco, CA 94115",7 - Pacific Heights,7020,12300000,9903222,2396777
15810,"169 Paris St, San Francisco, CA 94112",10 - Excelsior,10030,1450000,1702088,-252088
15817,"2746 Buchanan St, San Francisco, CA 94123-4807",7 - Pacific Heights,7020,6825000,6193417,631582
15836,"61 Prosper St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,3410000,3391481,18518
15837,"570 Chenery St, San Francisco, CA 94131",5 - Glen Park,5010,1420000,1649990,-229990
15847,"2178 Pine St, San Francisco, CA 94115",6 - Lower Pacific Height,6030,5800000,5651760,148239
15868,"1350 Noe St, San Francisco, CA 94131",5 - Noe Valley,5030,4900000,5005605,-105605
15877,"403 28th St, San Francisco, CA 94131-2217",5 - Noe Valley,5030,1730000,1494300,235699
15881,"710 Russia Ave, San Francisco, CA 94112",10 - Excelsior,10030,880000,771503,108496
15889,"401 28th St, San Francisco, CA 94131",5 - Noe Valley,5030,1255000,1158406,96593
15895,"718 Russia Ave, San Francisco, CA 94112",10 - Excelsior,10030,1320000,1541634,-221634
15901,"447 Edinburgh St, San Francisco, CA 94112",10 - Excelsior,10030,780000,362628,417371
15922,"3751 21st St, San Francisco, CA 94114-77",5 - Eureka Valley/Dolore,5100,2400000,3212375,-812375
15923,"1484 Noe St, San Francisco, CA 94131",5 - Noe Valley,5030,2906000,3033290,-127290
15924,"1484 Noe St, San Francisco, CA 94131",5 - Noe Valley,5030,2750000,3134655,-384655
15945,"1507 Noe St, San Francisco, CA 94131",5 - Noe Valley,5030,4500000,4670194,-170194
15955,"367 Madrid St, San Francisco, CA 94112-2020",10 - Excelsior,10030,1485000,1971155,-486155
15957,"521 Laidley St, San Francisco, CA 94131-3039",5 - Glen Park,5010,2005000,2010427,-5427
15971,"30 Roanoke St, San Francisco, CA 94131",5 - Glen Park,5010,1600000,1509541,90458
15988,"2422 Buchanan St, San Francisco, CA 94115",7 - Pacific Heights,7020,5800000,6129334,-329334
15992,"7 Rotteck St, San Francisco, CA 94110",9 - Bernal Heights,9010,2400000,2410748,-10748
16002,"1626 Noe St, San Francisco, CA 94131",5 - Noe Valley,5030,2450000,2191761,258238
16010,"328 Cumberland, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2750000,3146100,-396100
16013,"3917 18th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1575000,1183989,391010
16032,"237 Sanchez St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1900000,1408482,491517
16046,"540 Fillmore St, San Francisco, CA 94117",6 - Alamo Square,6050,3100000,3629030,-529030
16076,"476 27th St, San Francisco, CA 94131",5 - Noe Valley,5030,2500000,2152205,347794
16080,"3945 23rd St, San Francisco, CA 94114",5 - Noe Valley,5030,1850000,2105516,-255516
16092,"1783 Noe St, San Francisco, CA 94131",5 - Glen Park,5010,7400000,6295947,1104052
16100,"477 Duncan St, San Francisco, CA 94131",5 - Noe Valley,5030,1888888,2434192,-545304
16101,"4068 Cesar Chavez, San Francisco, CA 94131",5 - Noe Valley,5030,5550000,5089589,460410
16109,"768 Rolph St, San Francisco, CA 94112-4544",10 - Crocker Amazon,10020,981000,958019,22980
16121,"451 Naples St, San Francisco, CA 94112",10 - Excelsior,10030,900000,756783,143216
16128,"130 Roanoke St, San Francisco, CA 94131",5 - Glen Park,5010,1575000,1661899,-86899
16132,"4061 Cesar Chavez, San Francisco, CA 94131",5 - Noe Valley,5030,2350000,5692960,-3342960
16137,"483 30th St, San Francisco, CA 94131",5 - Noe Valley,5030,1900000,1936073,-36073
16138,"370-372 28th St, San Francisco, CA 94131",5 - Noe Valley,5030,1650000,1517273,132726
16158,"4042 25th St, San Francisco, CA 94114",5 - Noe Valley,5030,2300000,2240345,59654
16159,"434 Naples St, San Francisco, CA 94112",10 - Excelsior,10030,1085000,1046437,38562
16163,"407 Bosworth St, San Francisco, CA 94112",9 - Bernal Heights,9010,1425000,1280360,144639
16181,"19 Canyon Dr, San Francisco, CA 94112",10 - Crocker Amazon,10020,1265000,1435540,-170540
16182,"1868 Greenwich St, San Francisco, CA 94123",7 - Cow Hollow,7040,3000000,3637763,-637763
16185,"615 Sanchez St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,6100000,5545295,554704
16186,"617 Sanchez St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2500000,7651846,-5151846
16208,"677 Sanchez St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,4700000,4499213,200786
16222,"1954 Buchanan St, San Francisco, CA 94115",6 - Lower Pacific Height,6030,2521000,2453957,67042
16224,"465 30th St, San Francisco, CA 94131",5 - Noe Valley,5030,1510000,1245426,264573
16243,"283 Madrid, San Francisco, CA 94112",10 - Excelsior,10030,830000,1143461,-313461
16246,"433 Excelsior Ave, San Francisco, CA 94112",10 - Excelsior,10030,1180000,1252058,-72058
16264,"275 Madrid St, San Francisco, CA 94112",10 - Excelsior,10030,976000,1102648,-126648
16273,"1 Lapham Way, San Francisco, CA 94112",10 - Crocker Amazon,10020,1360000,1408561,-48561
16280,"835 Sanchez St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2725000,3388961,-663961
16284,"275 South Hill Blvd, San Francisco, CA 94112",10 - Crocker Amazon,10020,1175000,1258822,-83822
16310,"4027 Cesar Chavez St, San Francisco, CA 94131",5 - Noe Valley,5030,3200000,2939158,260841
16312,"3991 20th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,3350000,3211036,138963
16323,"316 Edinburgh St, San Francisco, CA 94112",10 - Excelsior,10030,1250000,1239071,10928
16354,"590 Moscow St, San Francisco, CA 94112",10 - Excelsior,10030,1305000,1483635,-178635
16369,"125 Laidley St, San Francisco, CA 94131",5 - Glen Park,5010,3705000,3836963,-131963
16379,"926 Russia Ave, San Francisco, CA 94112",10 - Excelsior,10030,1205000,1325500,-120500
16405,"1338 Eddy St, San Francisco, CA 94115",6 - Western Addition,6040,1240000,713953,526046
16436,"331 Day St, San Francisco, CA 94131",5 - Noe Valley,5030,2000000,1714455,285544
16447,"35 Cayuga Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1150000,1178330,-28330
16449,"409 27th St, San Francisco, CA 94131",5 - Noe Valley,5030,3400000,3335955,64044
16455,"1666 Geneva Ave, San Francisco, CA 94134",10 - Crocker Amazon,10020,900000,662936,237063
16467,"410 Vienna St, San Francisco, CA 94112",10 - Excelsior,10030,1200000,1732395,-532395
16470,"814 Persia Ave, San Francisco, CA 94112",10 - Excelsior,10030,1880000,2128182,-248182
16488,"525 Excelsior Ave, San Francisco, CA 94112",10 - Excelsior,10030,810000,537462,272537
16501,"200 Madrid St, San Francisco, CA 94112",10 - Excelsior,10030,1300000,1443250,-143250
16503,"121 Mateo St, San Francisco, CA 94131",5 - Glen Park,5010,2020000,2071161,-51161
16508,"1279 Sanchez St, San Francisco, CA 94114",5 - Noe Valley,5030,1930000,1803919,126080
16512,"143 Laidley St, San Francisco, CA 94131",5 - Glen Park,5010,9700000,7883193,1816806
16530,"1310 Sanchez St, San Francisco, CA 94131",5 - Noe Valley,5030,2400000,2513300,-113300
16532,"71 Robinson Dr, San Francisco, CA 94112",10 - Crocker Amazon,10020,1300000,1367416,-67416
16536,"62 Chicago Way, San Francisco, CA 94112",10 - Crocker Amazon,10020,1040000,966726,73273
16539,"3956 20th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,3050000,3511754,-461754
16544,"19 Robinson Dr, San Francisco, CA 94112",10 - Crocker Amazon,10020,1100000,1413069,-313069
16548,"410 29th St, San Francisco, CA 94131-2311",5 - Noe Valley,5030,1700000,1665849,34150
16557,"1374 Sanchez St, San Francisco, CA 94131",5 - Noe Valley,5030,2090000,2976728,-886728
16573,"32 Church St, San Francisco, CA 94114",5 - Duboce Triangle,5090,2810000,2992516,-182516
16574,"849 Rolph St, San Francisco, CA 94112",10 - Crocker Amazon,10020,951000,957206,-6206
16592,"54 Chicago Way, San Francisco, CA 94112",10 - Crocker Amazon,10020,1030000,969513,60486
16610,"350 Liberty St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,4200000,4368447,-168447
16625,"174 Jersey St, San Francisco, CA 94114",5 - Noe Valley,5030,2000000,1911441,88558
16627,"3651 21st St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,4000000,3732103,267896
16631,"259 Randall St, San Francisco, CA 94131",5 - Glen Park,5010,2100000,2184939,-84939
16636,"243 Edinburgh St, San Francisco, CA 94112-2035",10 - Excelsior,10030,1080000,1057924,22075
16637,"1446 Francisco St, San Francisco, CA 94123",7 - Marina,7010,3700000,3692108,7891
16664,"744 Brazil Ave, San Francisco, CA 94112",10 - Excelsior,10030,800000,664754,135245
16677,"72 Ney St, San Francisco, CA 94112",10 - Excelsior,10030,1250000,1168133,81866
16681,"10 Vicksburg St, San Francisco, CA 94114",5 - Noe Valley,5030,3000000,2877189,122810
16688,"2050 Jackson St, San Francisco, CA 94109",7 - Pacific Heights,7020,10500000,8810274,1689725
16689,"2754 Octavia St, San Francisco, CA 94123",7 - Cow Hollow,7040,6200000,5870954,329045
16703,"347 Prague St, San Francisco, CA 94112-2851",10 - Excelsior,10030,1285000,1723160,-438160
16716,"8 Cuvier St, San Francisco, CA 94112",9 - Bernal Heights,9010,1000000,1070107,-70107
16735,"41-43 Cuvier St, San Francisco, CA 94112",9 - Bernal Heights,9010,1200000,846348,353651
16745,"329 Prague St, San Francisco, CA 94112",10 - Excelsior,10030,1118000,1110554,7445
16746,"326 Prague St, San Francisco, CA 94112",10 - Excelsior,10030,1075000,1033411,41588
16781,"18 Chicago Way, San Francisco, CA 94112",10 - Crocker Amazon,10020,1260000,1222750,37249
16783,"936 Persia Ave, San Francisco, CA 94112",10 - Excelsior,10030,1010000,946339,63660
16794,"367 Chenery St, San Francisco, CA 94131",5 - Glen Park,5010,1600000,1472235,127764
16810,"90 Lapham Way, San Francisco, CA 94112",10 - Crocker Amazon,10020,1300000,1430245,-130245
16827,"3958 Cesar Chavez St, San Francisco, CA 94131",5 - Noe Valley,5030,2300000,2157832,142167
16828,"190 Edinburgh St, San Francisco, CA 94112",10 - Excelsior,10030,1200000,2166808,-966808
16856,"526 Hickory St, San Francisco, CA 94102",6 - Hayes Valley,6020,2575000,2340469,234530
16866,"224 Miguel St, San Francisco, CA 94131",5 - Glen Park,5010,3380000,3252289,127710
16870,"101 Maynard St, San Francisco, CA 94112",10 - Excelsior,10030,1385000,1442131,-57131
16882,"1139 Russia Ave, San Francisco, CA 94112",10 - Excelsior,10030,1050000,1289989,-239989
16884,"3611 22nd St, San Francisco, CA 94114",5 - Noe Valley,5030,1625000,1426854,198145
16888,"255 28th St, San Francisco, CA 94131",5 - Noe Valley,5030,4997650,4798053,199596
16906,"125 Bosworth St, San Francisco, CA 94112",9 - Bernal Heights,9010,1630000,1520105,109894
16911,"263 Prague St, San Francisco, CA 94112",10 - Excelsior,10030,1112000,1270858,-158858
16917,"415 Moscow St, San Francisco, CA 94112",10 - Excelsior,10030,1300000,1459991,-159991
16923,"601 Fell St, San Francisco, CA 94102-5020",6 - Hayes Valley,6020,1250000,947081,302918
16944,"251 Waller St, San Francisco, CA 94102",6 - Hayes Valley,6020,4100000,3757240,342759
16945,"254 Day St, San Francisco, CA 94131",5 - Noe Valley,5030,3360000,3159511,200488
16951,"200 Naples St, San Francisco, CA 94112",10 - Excelsior,10030,668000,383245,284754
16978,"343 Arlington, San Francisco, CA 94131-3013",5 - Glen Park,5010,1630000,2042429,-412429
16981,"1372 Francisco St, San Francisco, CA 94123",7 - Marina,7010,6200000,6837907,-637907
16985,"86 Whitney St, San Francisco, CA 94131",5 - Glen Park,5010,2450000,2766524,-316524
16986,"3919 Cesar Chavez St, San Francisco, CA 94131",5 - Noe Valley,5030,2100000,2474357,-374357
16996,"138 Whitney St, San Francisco, CA 94131",5 - Glen Park,5010,1055000,2725377,-1670377
